timestamp,Total Rooms,Out of Service,Available Rooms,Occupied Rooms,Occupied Percent,Room Revenue,Average Daily Rate ADR,Market ADR,Revenue Per Available Room RevPAR,Market RevPar,Average Occupancy Rate AOR,Gross Operating Profit per Available Room GOPPAR,Market Penetration Index MPI,Average Rate Index,Revenue Generation Index RGI,Market Cost per Booking,Sentiment Analysis,Direct Revenue Ratio DRR,Web Conversion,Segmentation,Outlet Net Revenue,Total Revenue,Total Revenue per Available Room TREVPAR,market_rev_diff
2020-03-21,81,5,76,71,0.8765,22856,321.92,354.112,301.0,246.0,0.93,28.200000000000117,0.9738888888888888,0.9090909090909091,1.2235772357723578,0.3,0.9,0.2,0.015,"[0.034999999999999996, 0.005, 0.04499999999999999, 0.024999999999999998, 0.015]",6399.6799999999985,29255.68,384.9431578947368,-55
2020-03-22,81,4,77,58,0.716,22991,396.4,364.688,299.0,244.0,0.75,27.70000000000011,2.3866666666666667,1.0869565217391304,1.2254098360655739,0.27,0.81,0.22000000000000003,0.015,"[0.015, 0.015, 0.024999999999999998, 0.015, 0.015]",3448.649999999999,26439.649999999998,343.3720779220779,-55
2020-03-23,81,3,78,34,0.4198,16929,497.91,468.03540000000004,217.0,342.0,0.44,25.200000000000074,0.5597333333333333,1.0638297872340425,0.6345029239766082,0.17,0.92,0.16000000000000003,0.04499999999999999,"[0.015, 0.04499999999999999, 0.015, 0.005, 0.015]",4740.119999999999,21669.12,277.80923076923074,125
2020-03-24,81,1,80,36,0.4444,16082,446.72,473.52320000000003,201.0,301.0,0.45,29.80000000000014,0.6535294117647059,0.9433962264150944,0.6677740863787376,0.02,0.76,0.34,0.04499999999999999,"[0.034999999999999996, 0.034999999999999996, 0.034999999999999996, 0.024999999999999998, 0.015]",2090.66,18172.66,227.15825,100
2020-03-25,81,3,78,34,0.4198,21939,645.26,716.2386,281.0,236.0,0.44,21.30000000000002,0.4825287356321839,0.9009009009009009,1.1906779661016949,0.16,0.97,0.14,0.015,"[0.04499999999999999, 0.005, 0.04499999999999999, 0.005, 0.005]",3071.4599999999996,25010.46,320.6469230769231,-45
2020-03-26,81,4,77,67,0.8272,16670,248.81,233.8814,216.0,325.0,0.87,21.50000000000002,1.2346268656716417,1.0638297872340425,0.6646153846153846,0.41,0.82,0.24000000000000005,0.034999999999999996,"[0.034999999999999996, 0.015, 0.034999999999999996, 0.005, 0.005]",2167.1,18837.1,244.6376623376623,109
2020-03-27,81,4,77,59,0.7284,22216,376.54,353.9476,289.0,234.0,0.77,21.600000000000023,0.7917391304347826,1.0638297872340425,1.235042735042735,0.37,0.93,0.32000000000000006,0.04499999999999999,"[0.005, 0.034999999999999996, 0.04499999999999999, 0.034999999999999996, 0.04499999999999999]",5998.319999999998,28214.32,366.41974025974025,-55
2020-03-28,81,4,77,15,0.1852,19310,1287.33,1416.0629999999999,251.0,372.0,0.19,28.200000000000117,0.24693333333333334,0.9090909090909092,0.6747311827956989,0.36,0.79,0.38000000000000006,0.024999999999999998,"[0.034999999999999996, 0.015, 0.005, 0.024999999999999998, 0.04499999999999999]",2124.1,21434.1,278.364935064935,121
2020-03-29,81,3,78,56,0.6914,16717,298.52,265.6828,214.0,286.0,0.72,24.400000000000063,0.9218666666666667,1.1235955056179776,0.7482517482517482,0.36,0.97,0.37000000000000005,0.015,"[0.005, 0.034999999999999996, 0.015, 0.015, 0.034999999999999996]",3677.739999999999,20394.739999999998,261.4710256410256,72
2020-03-30,81,1,80,73,0.9012,14980,205.21,182.6369,187.0,312.0,0.91,26.800000000000097,1.0013333333333334,1.1235955056179776,0.5993589743589743,0.48,0.89,0.34,0.015,"[0.034999999999999996, 0.024999999999999998, 0.015, 0.024999999999999998, 0.015]",1797.6,16777.6,209.71999999999997,125
2020-03-31,81,2,79,29,0.358,20451,705.21,775.731,259.0,369.0,0.37,20.80000000000001,0.4114942528735632,0.9090909090909092,0.7018970189701897,0.31,0.99,0.28,0.034999999999999996,"[0.005, 0.005, 0.04499999999999999, 0.024999999999999998, 0.034999999999999996]",5112.749999999998,25563.75,323.59177215189874,110
2020-04-01,81,1,80,51,0.6296,16813,329.67,362.637,210.0,332.0,0.64,26.40000000000009,0.6843478260869565,0.9090909090909092,0.6325301204819277,0.09,0.76,0.25000000000000006,0.015,"[0.024999999999999998, 0.04499999999999999, 0.015, 0.015, 0.015]",2353.8199999999997,19166.82,239.58525,122
2020-04-02,81,1,80,52,0.642,18904,363.54,323.55060000000003,236.0,144.0,0.65,24.90000000000007,0.8916666666666667,1.1235955056179774,1.6388888888888888,0.3,0.92,0.39000000000000007,0.034999999999999996,"[0.024999999999999998, 0.005, 0.024999999999999998, 0.024999999999999998, 0.015]",4536.959999999999,23440.96,293.012,-92
2020-04-03,81,4,77,55,0.679,20811,378.38,420.0018,270.0,240.0,0.71,23.100000000000044,0.93013698630137,0.9009009009009009,1.125,0.19,0.99,0.16000000000000003,0.034999999999999996,"[0.034999999999999996, 0.034999999999999996, 0.034999999999999996, 0.015, 0.005]",2497.3199999999997,23308.32,302.70545454545453,-30
2020-04-04,81,2,79,68,0.8395,19543,287.4,264.40799999999996,247.0,322.0,0.86,28.40000000000012,1.8655555555555556,1.0869565217391306,0.7670807453416149,0.39,0.92,0.11000000000000001,0.04499999999999999,"[0.034999999999999996, 0.034999999999999996, 0.005, 0.04499999999999999, 0.005]",3322.3099999999995,22865.309999999998,289.4343037974683,75
2020-04-05,81,3,78,36,0.4444,15898,441.61,406.2812,204.0,294.0,0.46,28.100000000000115,0.6836923076923077,1.0869565217391304,0.6938775510204082,0.28,0.94,0.08000000000000002,0.015,"[0.04499999999999999, 0.015, 0.034999999999999996, 0.015, 0.034999999999999996]",2384.6999999999994,18282.7,234.39358974358976,90
2020-04-06,81,4,77,56,0.6914,16464,294.0,311.64,214.0,122.0,0.73,24.800000000000068,1.0319402985074626,0.9433962264150944,1.7540983606557377,0.19,0.83,0.17000000000000004,0.005,"[0.034999999999999996, 0.005, 0.024999999999999998, 0.015, 0.024999999999999998]",3622.079999999999,20086.079999999998,260.8581818181818,-92
2020-04-07,81,4,77,20,0.2469,18012,900.6,846.5640000000001,234.0,306.0,0.26,23.200000000000045,0.3292,1.0638297872340425,0.7647058823529411,0.06,0.83,0.14,0.024999999999999998,"[0.015, 0.024999999999999998, 0.005, 0.005, 0.034999999999999996]",1981.32,19993.32,259.6535064935065,72
2020-04-08,81,3,78,65,0.8025,19841,305.25,323.565,254.0,353.0,0.83,24.10000000000006,1.459090909090909,0.9433962264150944,0.7195467422096318,0.02,0.87,0.09000000000000001,0.034999999999999996,"[0.024999999999999998, 0.024999999999999998, 0.04499999999999999, 0.005, 0.005]",4166.61,24007.61,307.78987179487183,99
2020-04-09,81,2,79,59,0.7284,21396,362.64,340.8816,271.0,396.0,0.75,25.00000000000007,0.7917391304347826,1.0638297872340425,0.6843434343434344,0.01,0.88,0.38000000000000006,0.04499999999999999,"[0.034999999999999996, 0.024999999999999998, 0.04499999999999999, 0.024999999999999998, 0.024999999999999998]",2567.52,23963.52,303.33569620253166,125
2020-04-10,81,5,76,31,0.3827,14716,474.71,512.6868,194.0,315.0,0.41,25.00000000000007,0.4159782608695652,0.9259259259259259,0.6158730158730159,0.06,0.84,0.060000000000000005,0.005,"[0.024999999999999998, 0.024999999999999998, 0.015, 0.005, 0.015]",3531.8399999999992,18247.84,240.10315789473685,121
2020-04-11,81,2,79,49,0.6049,18051,368.39,390.4934,228.0,173.0,0.62,28.100000000000115,0.9306153846153846,0.9433962264150942,1.3179190751445087,0.17,0.98,0.11000000000000001,0.015,"[0.04499999999999999, 0.034999999999999996, 0.024999999999999998, 0.024999999999999998, 0.005]",4693.259999999998,22744.26,287.90202531645565,-55
2020-04-12,81,1,80,47,0.5802,17371,369.6,410.25600000000003,217.0,327.0,0.59,28.200000000000117,0.7947945205479453,0.9009009009009009,0.6636085626911316,0.04,0.79,0.28,0.024999999999999998,"[0.015, 0.04499999999999999, 0.04499999999999999, 0.034999999999999996, 0.04499999999999999]",2953.0699999999997,20324.07,254.050875,110
2020-04-13,81,2,79,54,0.6667,21284,394.15,437.50649999999996,269.0,391.0,0.68,22.00000000000003,0.7663218390804597,0.9009009009009009,0.6879795396419437,0.28,0.88,0.15000000000000002,0.005,"[0.005, 0.024999999999999998, 0.034999999999999996, 0.005, 0.024999999999999998]",4682.479999999999,25966.48,328.68962025316455,122
2020-04-14,81,0,81,35,0.4321,17936,512.46,481.71240000000006,221.0,331.0,0.43,25.900000000000084,0.6354411764705882,1.0638297872340425,0.6676737160120846,0.09,0.92,0.26000000000000006,0.024999999999999998,"[0.015, 0.04499999999999999, 0.024999999999999998, 0.015, 0.015]",4304.6399999999985,22240.64,274.5758024691358,110
2020-04-15,81,1,80,29,0.358,17467,602.31,650.4947999999999,218.0,290.0,0.36,21.000000000000014,0.526470588235294,0.9259259259259259,0.7517241379310344,0.39,0.77,0.33,0.005,"[0.034999999999999996, 0.04499999999999999, 0.015, 0.005, 0.034999999999999996]",1746.7,19213.7,240.17125000000001,72
2020-04-16,81,4,77,33,0.4074,21981,666.09,719.3772,285.0,352.0,0.43,26.600000000000094,0.5991176470588234,0.9259259259259259,0.8096590909090909,0.24,0.85,0.15000000000000002,0.005,"[0.024999999999999998, 0.024999999999999998, 0.034999999999999996, 0.005, 0.034999999999999996]",4396.199999999999,26377.199999999997,342.56103896103895,67
2020-04-17,81,2,79,17,0.2099,15267,898.06,826.2152,193.0,258.0,0.22,22.90000000000004,0.23322222222222222,1.0869565217391304,0.748062015503876,0.08,0.85,0.38000000000000006,0.015,"[0.024999999999999998, 0.04499999999999999, 0.04499999999999999, 0.04499999999999999, 0.024999999999999998]",2748.0599999999995,18015.059999999998,228.03873417721516,65
2020-04-18,81,0,81,42,0.5185,17557,418.02,384.5784,217.0,149.0,0.52,29.300000000000132,1.152222222222222,1.0869565217391304,1.4563758389261745,0.06,0.92,0.16000000000000003,0.034999999999999996,"[0.024999999999999998, 0.015, 0.04499999999999999, 0.015, 0.034999999999999996]",3511.399999999999,21068.399999999998,260.1037037037037,-68
2020-04-19,81,1,80,52,0.642,19889,382.48,340.4072,249.0,371.0,0.65,20.200000000000003,1.1672727272727272,1.1235955056179776,0.6711590296495957,0.48,0.84,0.39000000000000007,0.024999999999999998,"[0.034999999999999996, 0.024999999999999998, 0.04499999999999999, 0.015, 0.034999999999999996]",1988.9,21877.9,273.47375,122
2020-04-20,81,3,78,64,0.7901,18684,291.94,259.8266,240.0,305.0,0.82,21.700000000000024,2.633666666666667,1.1235955056179776,0.7868852459016393,0.42,0.87,0.23000000000000004,0.005,"[0.034999999999999996, 0.024999999999999998, 0.005, 0.034999999999999996, 0.04499999999999999]",4297.319999999999,22981.32,294.6323076923077,65
2020-04-21,81,0,81,35,0.4321,22981,656.6,604.072,284.0,216.0,0.43,24.20000000000006,0.6449253731343283,1.0869565217391304,1.3148148148148149,0.23,0.89,0.27,0.015,"[0.015, 0.024999999999999998, 0.034999999999999996, 0.034999999999999996, 0.034999999999999996]",2757.72,25738.72,317.761975308642,-68
2020-04-22,81,2,79,37,0.4568,17313,467.92,416.4488,219.0,309.0,0.47,23.60000000000005,0.5075555555555555,1.1235955056179776,0.7087378640776699,0.1,0.91,0.060000000000000005,0.024999999999999998,"[0.024999999999999998, 0.015, 0.034999999999999996, 0.005, 0.015]",4155.119999999999,21468.12,271.7483544303797,90
2020-04-23,81,0,81,76,0.9383,20777,273.38,251.5096,257.0,227.0,0.94,23.40000000000005,1.706,1.0869565217391304,1.13215859030837,0.42,0.77,0.32000000000000006,0.024999999999999998,"[0.015, 0.04499999999999999, 0.015, 0.005, 0.015]",3116.5499999999993,23893.55,294.9820987654321,-30
2020-04-24,81,3,78,29,0.358,14468,498.9,553.779,185.0,250.0,0.37,25.100000000000072,0.6509090909090909,0.9009009009009009,0.74,0.31,0.88,0.21000000000000002,0.024999999999999998,"[0.005, 0.04499999999999999, 0.024999999999999998, 0.015, 0.015]",3472.3199999999993,17940.32,230.00410256410257,65
2020-04-25,81,5,76,63,0.7778,20102,319.08,354.17879999999997,264.0,386.0,0.83,20.300000000000004,1.1438235294117647,0.9009009009009009,0.6839378238341969,0.35,0.76,0.26000000000000006,0.04499999999999999,"[0.024999999999999998, 0.024999999999999998, 0.015, 0.034999999999999996, 0.005]",2814.2799999999997,22916.28,301.53,122
2020-04-26,81,1,80,23,0.284,15755,685.0,643.9,197.0,318.0,0.29,27.0000000000001,0.6311111111111111,1.0638297872340425,0.6194968553459119,0.01,0.78,0.35000000000000003,0.04499999999999999,"[0.005, 0.034999999999999996, 0.04499999999999999, 0.034999999999999996, 0.04499999999999999]",2835.8999999999996,18590.9,232.38625000000002,121
2020-04-27,81,2,79,50,0.6173,22110,442.2,393.558,280.0,347.0,0.63,26.500000000000092,1.3717777777777778,1.1235955056179776,0.8069164265129684,0.34,0.93,0.38000000000000006,0.015,"[0.024999999999999998, 0.005, 0.005, 0.024999999999999998, 0.015]",5969.699999999998,28079.699999999997,355.4392405063291,67
2020-04-28,81,5,76,69,0.8519,20894,302.81,320.97860000000003,275.0,342.0,0.91,21.40000000000002,1.166986301369863,0.9433962264150942,0.804093567251462,0.4,0.83,0.15000000000000002,0.04499999999999999,"[0.034999999999999996, 0.015, 0.034999999999999996, 0.024999999999999998, 0.015]",5014.559999999999,25908.559999999998,340.90210526315786,67
2020-04-29,81,4,77,59,0.7284,21230,359.83,338.24019999999996,276.0,375.0,0.77,21.100000000000016,0.7917391304347826,1.0638297872340425,0.736,0.48,0.83,0.29000000000000004,0.04499999999999999,"[0.015, 0.015, 0.015, 0.024999999999999998, 0.04499999999999999]",2335.3,23565.3,306.04285714285714,99
2020-04-30,81,1,80,62,0.7654,21046,339.45,359.817,263.0,362.0,0.78,27.1000000000001,1.3916363636363636,0.9433962264150942,0.7265193370165746,0.25,0.95,0.14,0.005,"[0.034999999999999996, 0.015, 0.024999999999999998, 0.015, 0.04499999999999999]",5682.419999999998,26728.42,334.10524999999996,99
2020-05-01,81,3,78,19,0.2346,15875,835.53,743.6216999999999,204.0,303.0,0.24,25.400000000000077,0.2696551724137931,1.1235955056179776,0.6732673267326733,0.14,0.94,0.15000000000000002,0.005,"[0.015, 0.005, 0.04499999999999999, 0.024999999999999998, 0.005]",1746.25,17621.25,225.91346153846155,99
2020-05-02,81,0,81,43,0.5309,18744,435.91,409.7554,231.0,318.0,0.53,23.300000000000047,1.1797777777777778,1.0638297872340425,0.7264150943396226,0.31,0.76,0.21000000000000002,0.034999999999999996,"[0.024999999999999998, 0.024999999999999998, 0.005, 0.005, 0.015]",2061.84,20805.84,256.8622222222222,87
2020-05-03,81,2,79,32,0.3951,15290,477.81,449.1414,194.0,315.0,0.41,20.80000000000001,0.45413793103448274,1.0638297872340425,0.6158730158730159,0.13,0.96,0.29000000000000004,0.04499999999999999,"[0.005, 0.024999999999999998, 0.04499999999999999, 0.034999999999999996, 0.005]",2140.6,17430.6,220.64050632911392,121
2020-05-04,81,2,79,43,0.5309,16968,394.6,363.03200000000004,215.0,337.0,0.54,26.800000000000097,0.8167692307692308,1.0869565217391304,0.6379821958456974,0.49,0.76,0.37000000000000005,0.015,"[0.04499999999999999, 0.04499999999999999, 0.04499999999999999, 0.024999999999999998, 0.04499999999999999]",4920.719999999998,21888.719999999998,277.0724050632911,122
2020-05-05,81,0,81,31,0.3827,21540,694.84,750.4272000000001,266.0,338.0,0.38,29.80000000000014,0.5242465753424658,0.9259259259259258,0.7869822485207101,0.3,0.8,0.16000000000000003,0.034999999999999996,"[0.015, 0.034999999999999996, 0.024999999999999998, 0.005, 0.015]",6031.199999999998,27571.199999999997,340.38518518518515,72
2020-05-06,81,5,76,25,0.3086,19162,766.48,827.7984,252.0,327.0,0.33,26.000000000000085,0.6857777777777777,0.9259259259259259,0.7706422018348624,0.23,0.77,0.19,0.024999999999999998,"[0.005, 0.04499999999999999, 0.034999999999999996, 0.024999999999999998, 0.015]",3640.779999999999,22802.78,300.0365789473684,75
2020-05-07,81,0,81,25,0.3086,18952,758.08,697.4336000000001,234.0,306.0,0.31,25.400000000000077,0.4605970149253731,1.0869565217391304,0.7647058823529411,0.03,0.85,0.2,0.04499999999999999,"[0.024999999999999998, 0.005, 0.005, 0.034999999999999996, 0.04499999999999999]",4169.439999999999,23121.44,285.4498765432099,72
2020-05-08,81,1,80,57,0.7037,18001,315.81,296.8614,225.0,346.0,0.71,28.000000000000114,1.0502985074626865,1.0638297872340425,0.6502890173410405,0.16,0.99,0.26000000000000006,0.034999999999999996,"[0.024999999999999998, 0.034999999999999996, 0.04499999999999999, 0.04499999999999999, 0.04499999999999999]",2520.14,20521.14,256.51425,121
2020-05-09,81,5,76,42,0.5185,16477,392.31,435.46410000000003,217.0,149.0,0.55,21.000000000000014,0.7976923076923076,0.9009009009009008,1.4563758389261745,0.06,0.93,0.22000000000000003,0.015,"[0.015, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.04499999999999999]",3295.399999999999,19772.399999999998,260.1631578947368,-68
2020-05-10,81,4,77,19,0.2346,19846,1044.53,1148.983,258.0,368.0,0.25,29.400000000000134,0.2696551724137931,0.9090909090909091,0.7010869565217391,0.38,0.86,0.32000000000000006,0.04499999999999999,"[0.024999999999999998, 0.005, 0.024999999999999998, 0.034999999999999996, 0.034999999999999996]",2381.52,22227.52,288.6690909090909,110
2020-05-11,81,3,78,22,0.2716,15793,717.86,681.967,202.0,110.0,0.28,21.700000000000024,0.37722222222222224,1.0526315789473684,1.8363636363636364,0.17,0.89,0.11000000000000001,0.04499999999999999,"[0.04499999999999999, 0.005, 0.024999999999999998, 0.04499999999999999, 0.034999999999999996]",3632.3899999999994,19425.39,249.04346153846154,-92
2020-05-12,81,5,76,63,0.7778,17250,273.81,260.1195,227.0,349.0,0.83,23.60000000000005,0.8454347826086956,1.0526315789473684,0.6504297994269341,0.18,0.97,0.05,0.024999999999999998,"[0.034999999999999996, 0.04499999999999999, 0.034999999999999996, 0.04499999999999999, 0.015]",2070.0,19320.0,254.21052631578948,122
2020-05-13,81,0,81,17,0.2099,20198,1188.12,1306.9319999999998,249.0,316.0,0.21,25.200000000000074,0.3132835820895522,0.9090909090909092,0.7879746835443038,0.48,0.89,0.37000000000000005,0.024999999999999998,"[0.005, 0.04499999999999999, 0.04499999999999999, 0.034999999999999996, 0.024999999999999998]",3837.619999999999,24035.62,296.73604938271603,67
2020-05-14,81,0,81,29,0.358,17810,614.14,583.433,220.0,128.0,0.36,20.1,0.49722222222222223,1.0526315789473684,1.71875,0.17,0.82,0.13,0.015,"[0.04499999999999999, 0.04499999999999999, 0.04499999999999999, 0.005, 0.015]",3383.899999999999,21193.899999999998,261.65308641975304,-92
2020-05-15,81,4,77,69,0.8519,14153,205.12,221.52960000000002,184.0,154.0,0.9,22.00000000000003,1.2527941176470587,0.9259259259259259,1.1948051948051948,0.11,0.93,0.060000000000000005,0.034999999999999996,"[0.034999999999999996, 0.034999999999999996, 0.024999999999999998, 0.024999999999999998, 0.015]",2122.9499999999994,16275.949999999999,211.37597402597402,-30
2020-05-16,81,5,76,63,0.7778,20140,319.68,338.8608,265.0,387.0,0.83,22.300000000000033,1.4141818181818182,0.9433962264150944,0.6847545219638242,0.37,0.98,0.12000000000000001,0.024999999999999998,"[0.005, 0.034999999999999996, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998]",2014.0,22154.0,291.5,122
2020-05-17,81,1,80,79,0.9753,15264,193.22,183.559,191.0,290.0,0.99,25.70000000000008,1.3004,1.0526315789473684,0.6586206896551724,0.39,0.98,0.33,0.024999999999999998,"[0.005, 0.04499999999999999, 0.034999999999999996, 0.034999999999999996, 0.04499999999999999]",2289.5999999999995,17553.6,219.42,99
2020-05-18,81,2,79,35,0.4321,18055,515.86,490.067,229.0,137.0,0.44,24.800000000000068,0.7856363636363636,1.0526315789473684,1.6715328467153285,0.34,0.93,0.30000000000000004,0.005,"[0.04499999999999999, 0.005, 0.04499999999999999, 0.04499999999999999, 0.024999999999999998]",2166.6,20221.6,255.96962025316455,-92
2020-05-19,81,5,76,20,0.2469,22648,1132.4,1064.4560000000001,298.0,370.0,0.26,28.300000000000118,0.36850746268656714,1.0638297872340425,0.8054054054054054,0.23,0.75,0.11000000000000001,0.034999999999999996,"[0.005, 0.015, 0.015, 0.04499999999999999, 0.04499999999999999]",3397.1999999999994,26045.2,342.7,72
2020-05-20,81,1,80,62,0.7654,20389,328.85,302.54200000000003,255.0,380.0,0.78,25.900000000000084,1.3916363636363636,1.0869565217391304,0.6710526315789473,0.36,0.79,0.34,0.04499999999999999,"[0.024999999999999998, 0.024999999999999998, 0.005, 0.024999999999999998, 0.015]",2650.57,23039.57,287.994625,125
2020-05-21,81,2,79,48,0.5926,19171,399.4,379.42999999999995,243.0,315.0,0.61,28.800000000000125,1.9753333333333334,1.0526315789473686,0.7714285714285715,0.4,0.92,0.33,0.015,"[0.034999999999999996, 0.034999999999999996, 0.04499999999999999, 0.024999999999999998, 0.015]",4217.619999999999,23388.62,296.0584810126582,72
2020-05-22,81,0,81,61,0.7531,22718,372.43,350.0842,280.0,379.0,0.75,26.900000000000098,2.5103333333333335,1.0638297872340425,0.7387862796833773,0.04,0.83,0.05,0.015,"[0.015, 0.04499999999999999, 0.005, 0.04499999999999999, 0.024999999999999998]",2953.34,25671.34,316.9301234567901,99
2020-05-23,81,4,77,44,0.5432,22315,507.16,481.802,290.0,222.0,0.57,20.60000000000001,1.207111111111111,1.0526315789473684,1.3063063063063063,0.33,0.82,0.2,0.04499999999999999,"[0.034999999999999996, 0.024999999999999998, 0.04499999999999999, 0.04499999999999999, 0.015]",4016.6999999999994,26331.7,341.9701298701299,-68
2020-05-24,81,2,79,55,0.679,21903,398.24,374.3456,277.0,352.0,0.7,20.80000000000001,1.0134328358208955,1.0638297872340425,0.7869318181818182,0.12,0.89,0.33,0.024999999999999998,"[0.015, 0.015, 0.04499999999999999, 0.024999999999999998, 0.04499999999999999]",3942.539999999999,25845.54,327.1587341772152,75
2020-05-25,81,4,77,72,0.8889,16635,231.04,217.17759999999998,216.0,186.0,0.94,24.700000000000067,0.9876666666666667,1.0638297872340425,1.1612903225806452,0.26,0.98,0.17000000000000004,0.024999999999999998,"[0.04499999999999999, 0.005, 0.015, 0.024999999999999998, 0.034999999999999996]",2994.2999999999993,19629.3,254.92597402597403,-30
2020-05-26,81,0,81,56,0.6914,16791,299.84,284.84799999999996,207.0,282.0,0.69,20.70000000000001,1.0319402985074626,1.0526315789473686,0.7340425531914894,0.08,0.81,0.07,0.005,"[0.04499999999999999, 0.034999999999999996, 0.034999999999999996, 0.024999999999999998, 0.04499999999999999]",2518.6499999999996,19309.65,238.39074074074077,75
2020-05-27,81,5,76,23,0.284,19520,848.7,942.057,257.0,367.0,0.3,20.400000000000006,0.5163636363636362,0.9009009009009009,0.7002724795640327,0.23,0.82,0.09000000000000001,0.005,"[0.005, 0.024999999999999998, 0.015, 0.04499999999999999, 0.015]",3318.3999999999996,22838.4,300.5052631578948,110
2020-05-28,81,4,77,53,0.6543,22278,420.34,386.71279999999996,289.0,410.0,0.69,24.600000000000065,0.9622058823529411,1.0869565217391304,0.7048780487804878,0.22,0.9,0.25000000000000006,0.015,"[0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.034999999999999996, 0.015]",3341.6999999999994,25619.7,332.7233766233766,121
2020-05-29,81,2,79,36,0.4444,22854,634.83,672.9198,289.0,354.0,0.46,27.1000000000001,0.8079999999999999,0.9433962264150944,0.8163841807909604,0.15,0.96,0.32000000000000006,0.034999999999999996,"[0.024999999999999998, 0.04499999999999999, 0.04499999999999999, 0.024999999999999998, 0.015]",6627.659999999998,29481.659999999996,373.1855696202531,65
2020-05-30,81,4,77,64,0.7901,22324,348.81,327.8814,290.0,400.0,0.83,29.300000000000132,0.8778888888888889,1.0638297872340425,0.725,0.2,0.96,0.33,0.024999999999999998,"[0.005, 0.005, 0.015, 0.034999999999999996, 0.005]",5357.759999999998,27681.76,359.5033766233766,110
2020-05-31,81,1,80,36,0.4444,16259,451.64,487.77119999999996,203.0,148.0,0.45,28.100000000000115,0.6632835820895522,0.9259259259259259,1.3716216216216217,0.24,0.8,0.12000000000000001,0.005,"[0.015, 0.04499999999999999, 0.015, 0.024999999999999998, 0.005]",4227.339999999998,20486.339999999997,256.07924999999994,-55
2020-06-01,81,0,81,72,0.8889,22682,315.03,333.93179999999995,280.0,225.0,0.89,25.00000000000007,1.2176712328767123,0.9433962264150944,1.2444444444444445,0.29,0.98,0.39000000000000007,0.005,"[0.005, 0.005, 0.04499999999999999, 0.024999999999999998, 0.04499999999999999]",6577.779999999998,29259.78,361.23185185185184,-55
2020-06-02,81,1,80,40,0.4938,20047,501.18,446.0502,251.0,351.0,0.5,28.700000000000124,1.6460000000000001,1.1235955056179776,0.7150997150997151,0.24,0.92,0.09000000000000001,0.005,"[0.04499999999999999, 0.024999999999999998, 0.04499999999999999, 0.04499999999999999, 0.005]",4610.8099999999995,24657.809999999998,308.222625,100
2020-06-03,81,0,81,40,0.4938,20459,511.48,480.7912,253.0,343.0,0.49,28.40000000000012,0.6858333333333334,1.0638297872340425,0.7376093294460642,0.01,0.76,0.39000000000000007,0.04499999999999999,"[0.005, 0.005, 0.024999999999999998, 0.034999999999999996, 0.005]",2455.08,22914.08,282.8898765432099,90
2020-06-04,81,5,76,40,0.4938,22442,561.05,594.713,295.0,203.0,0.53,25.300000000000075,0.5486666666666666,0.9433962264150944,1.4532019704433496,0.39,0.82,0.32000000000000006,0.034999999999999996,"[0.04499999999999999, 0.034999999999999996, 0.005, 0.024999999999999998, 0.04499999999999999]",5161.659999999999,27603.66,363.2060526315789,-92
2020-06-05,81,1,80,52,0.642,16113,309.87,328.4622,201.0,146.0,0.65,28.200000000000117,0.7379310344827587,0.9433962264150944,1.3767123287671232,0.43,0.96,0.16000000000000003,0.024999999999999998,"[0.034999999999999996, 0.034999999999999996, 0.005, 0.005, 0.024999999999999998]",2900.3399999999992,19013.34,237.66675,-55
2020-06-06,81,2,79,62,0.7654,21229,342.4,321.856,269.0,341.0,0.78,20.0,0.8319565217391304,1.0638297872340425,0.7888563049853372,0.09,0.96,0.19,0.04499999999999999,"[0.024999999999999998, 0.015, 0.005, 0.015, 0.034999999999999996]",5094.959999999998,26323.96,333.2146835443038,72
2020-06-07,81,0,81,24,0.2963,18017,750.71,810.7668,222.0,343.0,0.3,25.100000000000072,0.6584444444444445,0.9259259259259259,0.6472303206997084,0.43,0.82,0.05,0.034999999999999996,"[0.015, 0.015, 0.015, 0.034999999999999996, 0.015]",2702.5499999999993,20719.55,255.7969135802469,121
2020-06-08,81,2,79,24,0.2963,21921,913.38,968.1828,277.0,185.0,0.3,21.200000000000017,0.6584444444444445,0.9433962264150942,1.4972972972972973,0.39,0.88,0.37000000000000005,0.015,"[0.024999999999999998, 0.034999999999999996, 0.005, 0.04499999999999999, 0.024999999999999998]",2849.73,24770.73,313.5535443037975,-92
2020-06-09,81,3,78,44,0.5432,22852,519.36,571.296,293.0,418.0,0.56,21.100000000000016,0.6035555555555555,0.9090909090909091,0.7009569377990431,0.46,0.83,0.2,0.015,"[0.024999999999999998, 0.04499999999999999, 0.034999999999999996, 0.04499999999999999, 0.04499999999999999]",5712.999999999998,28565.0,366.21794871794873,125
2020-06-10,81,3,78,30,0.3704,16914,563.8,518.6959999999999,217.0,162.0,0.38,23.40000000000005,0.41155555555555556,1.0869565217391306,1.3395061728395061,0.24,0.99,0.38000000000000006,0.015,"[0.024999999999999998, 0.015, 0.005, 0.015, 0.04499999999999999]",2029.6799999999998,18943.68,242.86769230769232,-55
